Clase	Letra	Correspondencia	Transcripción	Forma	–1200	1201–1250	1251–1300	1301–1350	1351–1400	1401–1450	1451–1500	1501–1550	1551–1600
Word-medial vowel /i/	i	Gentil	gentil	gentil	0	1	5	4	67	245	193	1379	1026
Word-initial consonant /d͡ʒ/ or /ʃ/	g	Gentil	genttil	genttil	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Gentil	genttil	genttil	0	0	0	0	0	0	0	1	0
Word-initial consonant /d͡ʒ/ or /ʃ/	g	Gentil	gentyl	gentyl	0	0	0	0	0	2	0	0	0
Word-medial vowel /i/	y	Gentil	gentyl	gentyl	0	0	0	0	0	2	0	0	0
Word-initial consonant /d͡ʒ/ or /ʃ/	g	Gentil	gentil	gentíl	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Gentil	gentil	gentíl	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Guiomar	guiomar	guiomar	0	2	0	0	0	37	9	79	19
Word-medial semivowel /j/ starting a diphthong	j	Guiomar	gujomar	gujomar	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ ending a diphthong	i	Habeis	habeis	habeis	0	0	1	0	0	0	220	168	335
Word-medial semivowel /j/ ending a diphthong	y	Habeis	habeys	habeys	0	0	3	0	0	0	1	27	0
Word-medial semivowel /j/ starting a diphthong	i	Habiendo	habiendo	habiendo	1	1	3	1	0	2	165	1149	4386
Word-medial semivowel /j/ ending a diphthong	i	Habeis	habeis	habéis	0	0	0	0	0	0	15	828	2324
Word-medial semivowel /j/ ending a diphthong	y	Habeis	habeys	habéys	0	0	0	0	0	0	0	0	5
Word-medial semivowel /j/ ending a diphthong	i	Haceis	haceis	haceis	0	0	0	0	0	0	33	20	60
Word-medial semivowel /j/ ending a diphthong	y	Haceis	haceys	haceys	0	0	0	0	0	0	0	0	3
Word-medial semivowel /j/ ending a diphthong	i	Haceis	haceis	haceís	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	haciendo	haciendo	0	0	0	0	3	0	267	926	3255
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	haciendo	haciéndo	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Haceis	haceis	hacéis	0	0	0	0	0	0	2	122	268
Word-medial semivowel /j/ ending a diphthong	y	Haceis	haceys	hacéys	0	0	0	0	0	0	0	0	2
Word-medial vowel /i/	i	Haciais	haciais	hacíais	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ ending a diphthong	i	Haciais	haciais	hacíais	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ ending a diphthong	i	Hagais	hagais	hagais	0	0	0	0	0	0	48	69	39
Word-medial semivowel /j/ ending a diphthong	j	Hagais	hagajs	hagajs	0	0	0	0	0	0	2	0	0
Word-medial semivowel /j/ ending a diphthong	y	Hagais	hagays	hagays	0	0	0	0	0	0	26	78	17
Word-medial semivowel /j/ ending a diphthong	y	Hagais	hagays	hagaýs	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ ending a diphthong	i	Hagais	hagais	hagáis	0	0	4	0	0	0	36	213	227
Word-medial semivowel /j/ ending a diphthong	y	Hagais	hagays	hagáys	0	0	0	0	0	0	2	99	19
Word-final semivowel /j/ ending a diphthong	i	Hay	hai	hai	0	0	0	1	0	0	34	7	325
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Ajo(s)?	haio	haio	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ ending a diphthong	i	Aire(s)?	haires	haires	0	0	0	0	0	0	0	0	1
Word-medial consonant /d͡ʒ/ or /ʃ/	j	Ajo(s)?	hajo	hajo	0	0	0	0	0	0	0	0	1
Word-medial consonant /d͡ʒ/ or /ʃ/	j	Ajo(s)?	hajos	hajos	1	0	0	0	0	0	0	0	0
Word-medial semivowel /j/ ending a diphthong	i	Hareis	hareis	hareis	0	0	0	0	0	0	17	61	88
Word-medial semivowel /j/ ending a diphthong	y	Hareis	hareys	hareys	0	0	0	0	0	0	21	33	16
Word-medial semivowel /j/ ending a diphthong	y	Hareis	hareys	hareýs	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Hareis	hareis	haréis	0	0	9	0	0	0	24	147	241
Word-medial semivowel /j/ ending a diphthong	y	Hareis	hareys	haréys	1	0	0	0	0	0	7	46	40
Word-medial vowel /i/	i	Hariais	hariais	haríais	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ ending a diphthong	i	Hariais	hariais	haríais	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	hasiendo	hasiendo	0	0	0	0	0	1	8	3	6
Word-medial semivowel /j/ starting a diphthong	y	Haciendo	hasyendo	hasyendo	0	0	0	0	0	1	2	2	0
Word-medial semivowel /j/ ending a diphthong	i	Haceis	haseis	haséis	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Habeis	haueis	haueis	0	0	0	0	0	0	10	5	10
Word-medial semivowel /j/ ending a diphthong	y	Habeis	haueys	haueys	0	0	0	0	0	0	504	44	80
Word-medial semivowel /j/ starting a diphthong	i	Habiendo	hauiendo	hauiendo	0	1	4	0	25	7	291	51	108
Word-medial semivowel /j/ starting a diphthong	j	Habiendo	haujendo	haujendo	0	0	0	0	19	0	0	0	0
Word-medial semivowel /j/ ending a diphthong	i	Habeis	haueis	hauéis	0	0	0	0	0	0	0	13	8
Word-medial semivowel /j/ ending a diphthong	y	Habeis	haueys	hauéys	0	0	0	0	0	0	4	7	132
Word-medial semivowel /j/ ending a diphthong	i	Habeis	haveis	haveis	0	0	2	1	0	0	0	8	2
Word-medial semivowel /j/ ending a diphthong	y	Habeis	haveys	haveys	0	0	0	1	0	0	4	64	2
Word-medial semivowel /j/ ending a diphthong	y	Habeis	haveys	haveýs	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Habiendo	haviendo	haviendo	0	0	8	3	1	10	64	214	379
Word-medial semivowel /j/ starting a diphthong	i	Habiendo	haviendo	haviéndo	0	0	0	0	0	0	0	1	2
Word-medial semivowel /j/ ending a diphthong	i	Habeis	haveis	havéis	0	0	1	0	0	3	162	112	343
Word-medial semivowel /j/ ending a diphthong	y	Habeis	haveys	havéys	0	0	0	0	1	1	0	205	91
Word-final semivowel /j/ ending a diphthong	y	Hay	hay	hay	2	6	40	21	58	402	2360	9333	23775
Word-medial semivowel /j/ starting a diphthong	y	Hayais	hayais	hayais	0	0	0	0	0	0	35	21	11
Word-medial semivowel /j/ ending a diphthong	y	Hayais	hayais	hayais	0	0	0	0	0	0	35	21	11
Word-medial semivowel /j/ starting a diphthong	y	Hayais	hayays	hayays	0	0	0	2	0	0	103	24	0
Word-medial semivowel /j/ ending a diphthong	y	Hayais	hayays	hayays	0	0	0	2	0	0	103	24	0
Word-medial semivowel /j/ starting a diphthong	y	Ayer	hayer	hayer	0	0	0	0	0	0	0	2	1
Word-medial semivowel /j/ starting a diphthong	y	Hayais	hayais	hayáis	0	0	0	0	0	1	17	64	126
Word-medial semivowel /j/ ending a diphthong	y	Hayais	hayais	hayáis	0	0	0	0	0	1	17	64	126
Word-medial semivowel /j/ starting a diphthong	y	Hayais	hayays	hayáys	0	0	0	0	0	0	0	3	3
Word-medial semivowel /j/ ending a diphthong	y	Hayais	hayays	hayáys	0	0	0	0	0	0	0	3	3
Word-medial semivowel /j/ ending a diphthong	i	Haceis	hazeis	hazeis	0	0	0	0	0	0	2	2	9
Word-medial semivowel /j/ ending a diphthong	y	Haceis	hazeys	hazeys	0	0	0	0	1	0	8	40	60
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	haziendo	haziendo	10	0	18	0	4	13	265	1359	1990
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	haziendo	haziéndo	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	j	Haciendo	hazjendo	hazjendo	0	0	0	0	0	4	0	0	0
Word-medial semivowel /j/ starting a diphthong	y	Haciendo	hazyendo	hazyendo	0	0	0	0	0	0	1	2	0
Word-medial semivowel /j/ ending a diphthong	i	Haceis	hazeis	hazéis	0	0	3	0	0	0	29	106	81
Word-medial semivowel /j/ ending a diphthong	y	Haceis	hazeys	hazéys	0	0	0	0	0	0	5	150	53
Word-medial semivowel /j/ ending a diphthong	y	Haceis	haceys	haçeys	0	0	0	0	0	1	0	0	0
Word-medial semivowel /j/ starting a diphthong	i	Haciendo	haciendo	haçiendo	0	0	1	0	0	1	8	16	24
Word-medial semivowel /j/ ending a diphthong	i	Haceis	haceis	haçéis	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ ending a diphthong	y	Haceis	haceys	haçéys	0	0	0	0	0	0	0	0	1
Word-final semivowel /j/ ending a diphthong	i	Hay	hai	haí	0	0	4	0	0	0	1	3	1
Word-final semivowel /j/ ending a diphthong	y	Hay	hay	haý	0	0	0	0	0	0	0	5	2
Word-medial vowel /i/	i	Elvira	heluira	heluira	1	0	0	0	0	0	0	0	0
Word-final vowel /i/	i	Heri	heri	heri	0	0	0	0	0	0	26	1	5
Word-medial vowel /i/	i	Herimos	herimos	herimos	0	0	0	0	0	0	1	9	9
Word-medial vowel /i/	i	Her(is|iste)	heris	heris	0	0	0	0	0	0	1	1	2
Word-medial vowel /i/	i	Her(is|iste)	heriste	heriste	0	0	0	0	0	0	0	10	15
Word-final vowel /i/	i	Heri	heri	herí	0	0	0	0	0	0	0	16	7
Word-medial vowel /i/	i	Her(is|iste)	heris	herís	0	0	0	0	0	0	0	2	11
Word-initial vowel /i/	hi	Hici(mos|ste)	hiccine	hiccine	0	0	0	0	0	0	6	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiccine	hiccine	0	0	0	0	0	0	6	0	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hice	hice	0	0	0	0	0	0	77	562	660
Word-initial vowel /i/	hi	Hici(mos|ste)	hicie	hicie	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicie	hicie	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciera	hiciera	0	0	0	0	0	0	59	274	450
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciera	hiciera	0	0	0	0	0	0	59	274	450
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hicierais	hicierais	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hicierais	hicierais	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hicierais	hicierais	0	0	0	0	0	0	0	2	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieran	hicieran	0	0	0	0	0	0	6	104	157
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieran	hicieran	0	0	0	0	0	0	6	104	157
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieras	hicieras	0	0	0	0	0	0	4	3	35
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieras	hicieras	0	0	0	0	0	0	4	3	35
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciere	hiciere	0	1	1	0	0	0	56	268	718
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciere	hiciere	0	1	1	0	0	0	56	268	718
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hiciereis	hiciereis	0	0	0	0	0	0	0	1	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hiciereis	hiciereis	0	0	0	0	0	0	0	1	1
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hiciereis	hiciereis	0	0	0	0	0	0	0	1	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hicieremos	0	0	0	0	0	0	0	2	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hicieremos	0	0	0	0	0	0	0	2	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieren	hicieren	0	1	0	0	0	0	62	106	388
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieren	hicieren	0	1	0	0	0	0	62	106	388
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieres	hicieres	0	0	0	0	0	0	1	18	34
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieres	hicieres	0	0	0	0	0	0	1	18	34
Word-initial vowel /i/	hi	Hicieron	hicieron	hicieron	1	0	0	1	3	1	330	1855	3797
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hicieron	hicieron	1	0	0	1	3	1	330	1855	3797
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hiciese	0	0	0	0	0	0	184	1096	2362
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hiciese	0	0	0	0	0	0	184	1096	2362
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciese	hiciese	0	0	0	0	0	0	184	1096	2362
Word-medial vowel /i/	i	Hici(mos|ste)	hiciese	hiciese	0	0	0	0	0	0	184	1096	2362
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hicieseis	hicieseis	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hicieseis	hicieseis	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hicieseis	hicieseis	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiciesemos	0	0	0	0	0	0	0	2	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiciesemos	0	0	0	0	0	0	0	2	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesemos	hiciesemos	0	0	0	0	0	0	0	2	2
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesemos	hiciesemos	0	0	0	0	0	0	0	2	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesen	hiciesen	0	0	0	0	2	0	187	619	1140
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesen	hiciesen	0	0	0	0	2	0	187	619	1140
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesen	hiciesen	0	0	0	0	2	0	187	619	1140
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesen	hiciesen	0	0	0	0	2	0	187	619	1140
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieses	hicieses	0	0	0	0	0	0	2	6	15
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieses	hicieses	0	0	0	0	0	0	2	6	15
Word-initial vowel /i/	hi	Hici(mos|ste)	hicieses	hicieses	0	0	0	0	0	0	2	6	15
Word-medial vowel /i/	i	Hici(mos|ste)	hicieses	hicieses	0	0	0	0	0	0	2	6	15
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesse	hiciesse	0	0	0	0	0	0	3	3	14
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesse	hiciesse	0	0	0	0	0	0	3	3	14
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesse	hiciesse	0	0	0	0	0	0	3	3	14
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesse	hiciesse	0	0	0	0	0	0	3	3	14
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciessen	hiciessen	0	0	0	0	0	0	0	0	4
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciessen	hiciessen	0	0	0	0	0	0	0	0	4
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciessen	hiciessen	0	0	0	0	0	0	0	0	4
Word-medial vowel /i/	i	Hici(mos|ste)	hiciessen	hiciessen	0	0	0	0	0	0	0	0	4
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesses	hiciesses	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesses	hiciesses	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesses	hiciesses	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesses	hiciesses	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hicimonos	hicimonos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hicimonos	hicimonos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hicimos	hicimos	0	0	0	0	0	0	11	121	137
Word-medial vowel /i/	i	Hici(mos|ste)	hicimos	hicimos	0	0	0	0	0	0	11	121	137
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciste	hiciste	0	0	0	0	0	0	15	31	102
Word-medial vowel /i/	i	Hici(mos|ste)	hiciste	hiciste	0	0	0	0	0	0	15	31	102
Word-initial vowel /i/	hi	Hicisteis	hicisteis	hicisteis	0	0	0	0	0	0	4	11	29
Word-medial vowel /i/	ic	Hicisteis	hicisteis	hicisteis	0	0	0	0	0	0	4	11	29
Word-medial vowel /i/	i	Hicisteis	hicisteis	hicisteis	0	0	0	0	0	0	4	11	29
Word-medial semivowel /j/ ending a diphthong	i	Hicisteis	hicisteis	hicisteis	0	0	0	0	0	0	4	11	29
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistes	hicistes	0	0	0	0	0	0	11	16	58
Word-medial vowel /i/	i	Hici(mos|ste)	hicistes	hicistes	0	0	0	0	0	0	11	16	58
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hicierais	hiciérais	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hicierais	hiciérais	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hicierais	hiciérais	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieramos	hiciéramos	0	0	0	0	0	0	0	9	13
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieramos	hiciéramos	0	0	0	0	0	0	0	9	13
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicierannos	hiciérannos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicierannos	hiciérannos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hiciereis	hiciéreis	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hiciereis	hiciéreis	0	0	0	0	0	0	1	0	0
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hiciereis	hiciéreis	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hiciéremos	0	0	0	0	0	0	3	14	32
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hicieremos	hiciéremos	0	0	0	0	0	0	3	14	32
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiciésemos	0	0	0	0	0	0	2	20	24
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciesemos	hiciésemos	0	0	0	0	0	0	2	20	24
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciesemos	hiciésemos	0	0	0	0	0	0	2	20	24
Word-medial vowel /i/	i	Hici(mos|ste)	hiciesemos	hiciésemos	0	0	0	0	0	0	2	20	24
Word-initial vowel /i/	hi	Hi(ce|zo)	hico	hico	0	0	0	0	0	0	4	7	4
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hicíese	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiciese	hicíese	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hiciese	hicíese	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hiciese	hicíese	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicimonos	hicímonos	0	0	0	0	0	0	0	7	0
Word-medial vowel /i/	i	Hici(mos|ste)	hicimonos	hicímonos	0	0	0	0	0	0	0	7	0
Word-initial vowel /i/	hi	Hicisteis	hicisteis	hicísteis	0	0	0	0	0	0	1	1	9
Word-medial vowel /i/	ic	Hicisteis	hicisteis	hicísteis	0	0	0	0	0	0	1	1	9
Word-medial vowel /i/	i	Hicisteis	hicisteis	hicísteis	0	0	0	0	0	0	1	1	9
Word-medial semivowel /j/ ending a diphthong	i	Hicisteis	hicisteis	hicísteis	0	0	0	0	0	0	1	1	9
Word-initial vowel /i/	hi	Hici(mos|ste)	hicisteme	hicísteme	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicisteme	hicísteme	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistenos	hicístenos	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicistenos	hicístenos	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistesme	hicístesme	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicistesme	hicístesme	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistesnos	hicístesnos	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicistesnos	hicístesnos	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistesos	hicístesos	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hicistesos	hicístesos	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hicistete	hicístete	0	0	0	0	0	0	0	0	2
Word-medial vowel /i/	i	Hici(mos|ste)	hicistete	hicístete	0	0	0	0	0	0	0	0	2
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hierba	hierba	2	0	3	0	0	0	0	400	295
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hierbas	hierbas	1	1	2	0	8	0	7	200	270
Word-initial semivowel /j/ starting a diphthong	hi	Yerno(s)?	hierno	hierno	6	0	0	0	7	0	9	7	13
Word-initial semivowel /j/ starting a diphthong	hi	Yerno(s)?	hiernos	hiernos	0	0	0	0	2	0	0	0	7
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hierua	hierua	0	0	1	0	1	0	2	15	11
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hieruas	hieruas	2	0	0	0	0	1	2	2	7
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hierva	hierva	0	0	0	0	0	0	3	18	30
Word-initial semivowel /j/ starting a diphthong	hi	Hierba(s)?	hiervas	hiervas	0	0	1	0	0	0	0	4	9
Word-initial semivowel /j/ starting a diphthong	hi	Yeso(s)?	hieso	hieso	0	0	0	0	0	0	0	2	2
Word-initial semivowel /j/ starting a diphthong	hi	Yeso(s)?	hiesos	hiesos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Iglesia(s)?	higlesia	higlesia	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Iglesia(s)?	higlesia	higlesia	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Iglesia(s)?	higlesias	higlesias	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Iglesia(s)?	higlesias	higlesias	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hiia	hiia	0	0	0	0	0	0	2	0	1
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hiia	hiia	0	0	0	0	0	0	2	0	1
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hiio	hiio	0	0	0	0	0	0	1	0	3
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hiio	hiio	0	0	0	0	0	0	1	0	3
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hiios	hiios	0	0	0	0	0	0	0	0	1
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hiios	hiios	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hija	hija	1	6	59	0	18	91	903	3929	5627
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hija	hija	1	6	59	0	18	91	903	3929	5627
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hijas	hijas	0	1	1	0	20	24	294	1018	1527
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hijas	hijas	0	1	1	0	20	24	294	1018	1527
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hijo	hijo	19	12	123	30	27	312	2461	8708	16617
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hijo	hijo	19	12	123	30	27	312	2461	8708	16617
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hijos	hijos	7	10	71	1	10	136	1441	5747	9859
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hijos	hijos	7	10	71	1	10	136	1441	5747	9859
Word-initial vowel /i/	hi	Inez	hines	hines	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Ir	hir	hir	1	15	17	1	10	6	53	24	60
Word-initial vowel /i/	hi	Ir(a|e)is	hiras	hiras	0	0	0	0	1	0	4	0	0
Word-initial vowel /i/	hi	(Hi|i)r(a|e)is	hireis	hireis	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ ending a diphthong	i	(Hi|i)r(a|e)is	hireis	hireis	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	(Hi|i)r(a|e)is	hireys	hireys	0	0	0	0	0	0	0	2	1
Word-medial semivowel /j/ ending a diphthong	y	(Hi|i)r(a|e)is	hireys	hireys	0	0	0	0	0	0	0	2	1
Word-initial vowel /i/	hi	Hir(io|ieron)	hirie	hirie	0	1	0	0	0	0	0	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirie	hirie	0	1	0	0	0	0	0	0	0
Word-initial vowel /i/	hi	Hir(io|ieron)	hirien	hirien	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirien	hirien	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hirien(do|te)	hiriendo	hiriendo	0	0	2	0	0	0	28	111	269
